RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent
14,/img/pexels-photo-1730630.jpeg,shadows,-20.0,50.0,rightImage,-4483792536588681216,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,75,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-3173141.jpeg,saturation,0.0,-0.4,rightImage,6031838374524950528,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,76,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-423919.jpeg,temperature,6500.0,3000.0,leftImage,-8783698807387594752,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,77,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
13,/img/pexels-photo-271821.jpeg,saturation,1.0,0.8,leftImage,-7757986517213779968,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,78,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2376035.jpeg,exposure,3.0,0.6,rightImage,-4524706326353770496,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,79,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-253490.jpeg,tint,1.2,1.0,rightImage,-7512023858868827136,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,80,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-3206162.jpeg,contrast,0.0,-0.6,leftImage,6559663342045939712,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,81,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2481684.jpeg,brightness,0.0,-0.8,leftImage,-3777814551796844544,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,82,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-92066.jpeg,temperature,14000.0,6500.0,leftImage,-5720006554283331584,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,83,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1125778.jpeg,temperature,7000.0,6500.0,rightImage,2948950400577541632,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,84,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1564886.jpeg,shadows,-20.0,50.0,leftImage,7786230136647617536,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,85,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2294894.jpeg,shadows,-60.0,50.0,rightImage,1015490970385771648,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,86,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-593099.jpeg,brightness,-0.2,0.0,rightImage,-5744027243690797056,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,87,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-1336387.jpeg,vibrance,25.0,100.0,unsure,2546090128576337408,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,88,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-3580629.jpeg,tint,0.75,0.9,rightImage,-1682785324180680192,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,89,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-3048527.png,brightness,0.2,0.0,unsure,-1352964931076625664,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,90,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-2598376.jpeg,vibrance,0.0,25.0,unsure,445425415566040128,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-191156.jpeg,contrast,0.0,-0.6,leftImage,-3067003911666440192,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,92,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-2962124.jpeg,temperature,6500.0,8000.0,rightImage,-5109195584849520640,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,93,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-1139441.jpeg,highlights,80.0,80.0,leftImage,4408184997183036928,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,94,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
10,/img/pexels-photo-1038560.jpeg,shadows,50.0,80.0,leftImage,-8242350933124784128,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,95,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-2846290.jpeg,highlights,-50.0,-100.0,unsure,982486212940132352,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,96,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-3139367.jpeg,exposure,1.2,0.0,rightImage,-2289075024156784640,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,97,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
13,/img/pexels-photo-542350.jpeg,highlights,-50.0,0.0,unsure,-4116334627577324544,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,98,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-1462998.jpeg,highlights,-50.0,-80.0,leftImage,8588281426819963904,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,99,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/arm-woman-hand-girl.jpg,temperature,20000.0,10000.0,rightImage,-4739679370389914624,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,100,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1738204.jpeg,temperature,5000.0,6500.0,rightImage,-9072667301565048832,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,101,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
10,/img/pexels-photo-1753798.jpeg,lcontrast,0.0,15.0,rightImage,-6526713047020027904,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-438683.jpeg,exposure,0.0,-2.4,leftImage,-1854627235412695296,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,103,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2452311.jpeg,shadows,-100.0,50.0,rightImage,8343759328710887424,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,104,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-3621161.jpeg,shadows,100.0,50.0,rightImage,6062634931448253440,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,105,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-164306.jpeg,brightness,0.0,-0.4,leftImage,1421362341572105728,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,106,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-757430.jpeg,brightness,1.0,0.0,rightImage,-7196181869383011328,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,107,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-3010771.jpeg,exposure,-1.8,0.0,rightImage,5872624828955878400,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,108,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-260584.jpeg,vibrance,40.0,40.0,leftImage,8297643149122751488,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,109,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
1,/img/pexels-photo-1479761.jpeg,tint,1.15,1.0,rightImage,-7968149225600282624,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-991831.jpeg,highlights,40.0,-20.0,rightImage,-3570021096246260224,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,111,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-2260519.jpeg,exposure,1.8,0.0,rightImage,6531542052287424512,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,112,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
472,/img/pexels-photo-1079801.jpeg,vibrance,20.0,0.0,leftImage,-1168251109885295616,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,113,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/daisies-white-flower-face-59984.jpeg,lcontrast,2.0,0.0,rightImage,-7942204382309244928,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,114,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1089303.jpeg,exposure,0.0,-0.6,leftImage,2495984088455960576,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,115,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-3653955.jpeg,temperature,6500.0,10000.0,rightImage,-2270680932189948672,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,116,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
11,/img/pexels-photo-2108694.jpeg,brightness,-0.2,-0.4,rightImage,1561191966939040768,1600,900,1586,787,24,8173fde1f25224ff6d63c1ff4ddf2687,117,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
29,/img/pexels-photo-1071014.jpeg,lcontrast,0.0,35.0,leftImage,-401539010102511232,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-858240.jpeg,exposure,1.2,0.6,rightImage,-712028989346423808,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
28,/img/pexels-photo-1325837.jpeg,vibrance,100.0,25.0,unsure,-1937556374682136832,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1034663.jpeg,tint,0.75,1.0,rightImage,2975782403133556224,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-940309.jpeg,temperature,3000.0,6500.0,rightImage,-1613236336574524672,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
12,/img/pexels-photo-220887.jpeg,shadows,50.0,-20.0,unsure,5329071269959222272,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
9,/img/pexels-photo-1833329.jpeg,shadows,80.0,80.0,unsure,5907614087038626,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-1103705.jpeg,lcontrast,8.0,0.0,rightImage,-3924138822781299712,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
14,/img/pexels-photo-1700905.jpeg,vibrance,80.0,25.0,leftImage,8175754680278379520,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
22,/img/pexels-photo-574071.jpeg,brightness,-0.2,-0.8,leftImage,-2214171697276109312,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-943492.jpeg,highlights,-20.0,-50.0,leftImage,1234806649831113984,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-205416.jpeg,tint,1.25,1.0,rightImage,6552166448238664704,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
9,/img/pexels-photo-383523.jpeg,saturation,0.8,0.2,leftImage,8122574264997391360,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
19,/img/pexels-photo-349310.jpeg,shadows,60.0,80.0,leftImage,-9184277589328704512,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-1576896.jpeg,highlights,-40.0,-20.0,rightImage,-7937145355265000448,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
18,/img/lost-places-factory-old-lapsed-162397.jpeg,brightness,-1.0,-0.4,leftImage,7429110619884909568,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1728082.jpeg,brightness,0.0,-0.4,rightImage,3116126236863966720,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-948625.jpeg,vibrance,20.0,0.0,unsure,7992234475416730624,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-2909088.jpeg,highlights,-50.0,100.0,leftImage,-8843785361909422080,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-3578783.jpeg,saturation,0.8,0.4,rightImage,4039669364135424512,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
11,/img/pexels-photo-1748869.jpeg,vibrance,20.0,25.0,leftImage,1594453194564029440,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-2886007.jpeg,highlights,-50.0,-100.0,rightImage,8466389074013181952,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
19,/img/pexels-photo-3182830.jpeg,saturation,1.0,1.0,rightImage,-1223011895940435456,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-133618.jpeg,tint,0.9,1.0,rightImage,-6423742424411049984,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2877116.jpeg,saturation,0.0,1.0,leftImage,-4833897448336916480,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2838788.jpeg,tint,1.0,0.85,leftImage,-5561338305931815936,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-239573.jpeg,vibrance,20.0,25.0,unsure,-4405621537351471104,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-3085110.jpeg,brightness,-0.6,-0.4,leftImage,9212737342901854208,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-101529.jpeg,lcontrast,0.0,0.2,unsure,5097719398133363712,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-1838554.jpeg,vibrance,80.0,60.0,rightImage,-8767462729205607424,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-1458816.jpeg,highlights,-80.0,-50.0,leftImage,-4311128250540733440,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-2295230.jpeg,saturation,-0.8,-1.0,leftImage,-5056703502182621184,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
9,/img/pexels-photo-3171673.jpeg,lcontrast,1.0,0.0,rightImage,4983578388254765056,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-858117.jpeg,tint,1.0,1.15,leftImage,-3818437784918398464,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-1563233.jpeg,highlights,-40.0,-50.0,leftImage,8241773542184950784,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-573267.jpeg,shadows,50.0,-60.0,leftImage,6359221760812252160,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
11,/img/pexels-photo-1139487.jpeg,highlights,-50.0,0.0,unsure,-5801284458824649728,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-208206.jpeg,highlights,-50.0,40.0,rightImage,4577529850765385216,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-175756.jpeg,tint,1.25,1.0,rightImage,900769135525953792,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1040469.jpeg,brightness,0.4,0.0,rightImage,-5715242409260722176,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-208246.jpeg,lcontrast,1.0,0.0,rightImage,-6214986966007192576,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-2403053.jpeg,saturation,1.0,0.0,leftImage,-2181446074612149248,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2275290.jpeg,contrast,0.0,0.6,leftImage,-9068065644683663360,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1652158.jpeg,saturation,-0.6,0.0,rightImage,3408533116398607360,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-701365.jpeg,saturation,-0.2,0.0,unsure,6816654792547415040,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2411563.jpeg,tint,0.75,1.0,rightImage,-458521661245720320,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
19,/img/pexels-photo-2567025.jpeg,tint,0.8,0.85,rightImage,-7772242051409472512,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-2093089.jpeg,brightness,-1.0,-1.0,unsure,7469260998824617984,1440,960,1423,850,24,9dd2a2e693fd6f713a1a96fcd37ee9d3,48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
