,RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent,leftNIMA,rightNIMA
857,2,/img/pexels-photo-1007008.jpeg,lcontrast,6.0,6.0,leftImage,1797240762327950080,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.8859686851501465,5.8859686851501465
858,2,/img/pexels-photo-997496.jpeg,exposure,0.0,0.6,rightImage,-7397637462429343744,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.68046760559082,5.4439287185668945
859,3,/img/pexels-photo-92070.jpeg,saturation,0.0,0.8,rightImage,5943903914445181952,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.757139682769775,5.617190361022949
860,4,/img/pexels-photo-2480105.jpeg,brightness,-0.6,-0.8,rightImage,209336639533684896,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.457040786743164,5.493250370025635
861,11,/img/pexels-photo-674732.jpeg,highlights,-80.0,-50.0,rightImage,3518416533719209984,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.575353145599365,5.634949684143066
862,21,/img/pexels-photo-2694485.jpeg,vibrance,25.0,20.0,rightImage,-1535227449292615424,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.419625759124756,4.376949787139893
863,7,/img/pexels-photo-3401161.jpeg,shadows,60.0,80.0,leftImage,9118193204162850816,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.184292316436768,5.184292316436768
864,1,/img/pexels-photo-398467.jpeg,saturation,0.0,-1.0,rightImage,-4902294224611388416,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.794370651245117,5.985902786254883
865,9,/img/pexels-photo-1064571.jpeg,contrast,0.8,0.4,leftImage,2938643573195064320,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.2953267097473145,5.621782302856445
866,4,/img/pexels-photo-207129.jpeg,brightness,-0.6,-0.4,rightImage,-5752182108764886016,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.190772533416748,5.22787618637085
867,30,/img/pexels-photo-1301413.jpeg,contrast,0.0,-0.2,rightImage,1745461048224096000,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.938347816467285,4.759894847869873
868,13,/img/pexels-photo-1655083.jpeg,vibrance,80.0,60.0,rightImage,-426194511547868480,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.562128067016602,5.5670552253723145
870,1,/img/sky-clouds-plane-america.jpg,tint,1.0,0.8,rightImage,7338962699156090880,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.871410846710205,5.39060115814209
871,12,/img/pexels-photo-123285.jpeg,contrast,0.4,0.2,leftImage,3409010179807497216,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.532978057861328,5.57478141784668
872,3,/img/pexels-photo-3180276.jpeg,exposure,-1.2,-1.8,leftImage,-1468436835879922176,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.214774131774902,4.760192394256592
873,3,/img/pexels-photo-2098627.jpeg,exposure,1.8,0.6,rightImage,884150431108969216,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.873035430908203,5.2996931076049805
874,2,/img/pexels-photo-2071881.jpeg,shadows,-20.0,50.0,rightImage,-7281086719304531968,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.585820198059082,5.642003059387207
875,1,/img/pexels-photo-3560189.jpeg,brightness,-0.8,-0.4,rightImage,-3247659280710000640,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.74279260635376,5.830376625061035
876,4,/img/pexels-photo-205410.jpeg,brightness,0.2,1.0,leftImage,-7196151495992303616,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.597729682922363,5.14111328125
877,9,/img/pexels-photo-892704.jpeg,saturation,0.0,-0.2,leftImage,2643422216762543616,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.599956035614014,5.383522987365723
878,5,/img/pexels-photo-1108748.jpeg,temperature,5000.0,6500.0,leftImage,7164501294452344832,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.2756876945495605,5.228862285614014
879,2,/img/pexels-photo-2799976.jpeg,exposure,-1.2,0.0,rightImage,-4398650014279877120,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.221877098083496,5.803988456726074
880,4,/img/pexels-photo-2780555.jpeg,vibrance,100.0,25.0,rightImage,5912563766322200576,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.700016498565674,4.777642726898193
881,2,/img/pexels-photo-696214.jpeg,saturation,0.0,-0.4,leftImage,4480453893727609856,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.092564105987549,4.938935279846191
882,3,/img/south-america-continent-land-map-40996.jpeg,brightness,0.6,1.0,leftImage,5642603570558159872,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.43520450592041,5.236085891723633
883,3,/img/pexels-photo-3473465.jpeg,highlights,-50.0,-80.0,rightImage,6402440850196305920,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.489812850952148,5.5283122062683105
884,1,/img/pexels-photo-1840427.jpeg,contrast,0.0,-0.6,leftImage,1313501890858864640,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.8954033851623535,4.078850269317627
885,4,/img/pexels-photo-176947.jpeg,shadows,50.0,60.0,leftImage,6463534269451780096,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.215701580047607,5.059985637664795
886,3,/img/pexels-photo-2592368.jpeg,vibrance,20.0,25.0,leftImage,-3753258170365230592,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.051051616668701,5.14532995223999
888,3,/img/pexels-photo-1595388.jpeg,saturation,0.0,0.6,leftImage,1991745902519489024,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.146477699279785,4.793993949890137
889,2,/img/pexels-photo-3395923.jpeg,exposure,0.0,3.0,rightImage,-3263886194683386368,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.719687461853027,4.789575099945068
890,2,/img/pexels-photo-943694.jpeg,highlights,-60.0,-50.0,leftImage,-5445221638419447808,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.942081451416016,5.069303035736084
892,2,/img/pexels-photo-709852.jpeg,brightness,-0.6,0.0,rightImage,-354302917937810432,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.750646591186523,4.719396114349365
893,6,/img/pexels-photo-1458736.jpeg,highlights,-50.0,0.0,rightImage,617598803430109440,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.602810382843018,5.556945323944092
894,2,/img/pexels-photo-1597623.jpeg,exposure,-1.8,0.0,rightImage,8958208125011929088,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.405251502990723,5.550049781799316
895,2,/img/butterfly-animal-65230.jpeg,lcontrast,35.0,5.0,leftImage,4733636950107817984,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.457014083862305,5.414660453796387
897,14,/img/snowflake-flower-blossom-bloom-59836.jpeg,vibrance,25.0,0.0,leftImage,-3585319925519801344,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.428679943084717,5.418038368225098
898,6,/img/pexels-photo-635512.jpeg,lcontrast,0.4,0.0,leftImage,5093802536684510208,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.135142803192139,5.116275787353516
899,2,/img/pexels-photo-2830828.jpeg,exposure,0.0,2.4,rightImage,-184081992301875968,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.171907424926758,4.900428295135498
900,5,/img/pexels-photo-1038003.jpeg,lcontrast,40.0,8.0,leftImage,-8969716026212501504,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.3042311668396,5.088045120239258
901,8,/img/pexels-photo-2374652.jpeg,vibrance,80.0,80.0,leftImage,-2461381969685414400,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.077620506286621,5.077620506286621
902,2,/img/pexels-photo-816131.jpeg,lcontrast,2.0,15.0,rightImage,-7200015867796785152,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",5.722683906555176,5.9486775398254395
903,3,/img/pexels-photo-2467289.jpeg,temperature,6500.0,6000.0,leftImage,4296327659245474304,1920,1080,1904,930,24,319c6d34f67869cd0c97cf0f9e537f56,59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",4.5007004737854,4.521894454956055
906,5,/img/pexels-photo-709542.jpeg,contrast,0.2,0.8,leftImage,4789755092498466816,2560,1440,2551,1193,24,68946b74a8e8c29eab9e9460cfba8ae0,3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.312802314758301,5.152458190917969
907,157,/img/pexels-photo-2249780.jpeg,shadows,20.0,-60.0,leftImage,7808891514655991808,1920,1080,1903,944,24,e43b22682ea75703c5af7419173d755a,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.484706878662109,5.484706878662109
908,15,/img/pexels-photo-1267309.jpeg,tint,1.2,1.0,rightImage,2125718281341602816,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,4.729410648345947,4.8019700050354
910,21,/img/pexels-photo-3041347.jpeg,shadows,50.0,80.0,leftImage,5088776058070293504,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,3,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.954869747161865,5.7942070960998535
911,19,/img/pexels-photo-1209044.jpeg,shadows,60.0,50.0,leftImage,5290740218485860352,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,4,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.069878101348877,5.043399810791016
913,12,/img/pexels-photo-898580.jpeg,temperature,6500.0,20000.0,leftImage,-2572155693990450688,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,6,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.438631534576416,5.277973175048828
914,108,/img/pexels-photo-1695066.jpeg,lcontrast,2.0,35.0,leftImage,2733497570190036992,1920,1080,1903,944,24,e43b22682ea75703c5af7419173d755a,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.621583461761475,5.722226142883301
915,16,/img/pexels-photo-713640.jpeg,highlights,-100.0,-50.0,leftImage,-2058437824577104896,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,7,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.553503036499023,5.623307228088379
916,7,/img/pexels-photo-1151513.jpeg,temperature,3000.0,6500.0,rightImage,-5948086032010376192,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,8,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.126743316650391,4.981855869293213
917,3,/img/pexels-photo-1403653.jpeg,brightness,-1.0,0.0,rightImage,3324109697708515840,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,9,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,4.920372486114502,5.316941738128662
918,7,/img/pexels-photo-1850726.jpeg,lcontrast,25.0,15.0,leftImage,5600942433262558208,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,10,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.881361961364746,5.894134998321533
920,21,/img/pexels-photo-1212793.jpeg,highlights,40.0,80.0,rightImage,-3495630143474651648,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,12,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,4.90158224105835,4.90158224105835
921,7,/img/pexels-photo-3291245.jpeg,contrast,-0.4,-0.4,rightImage,-6571451310730299392,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,13,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.452361106872559,5.452361106872559
922,7,/img/pexels-photo-783260.jpeg,saturation,0.2,1.0,leftImage,6214913784265768960,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,14,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,4.655946731567383,4.61104154586792
923,8,/img/pexels-photo-1136104.jpeg,shadows,80.0,50.0,rightImage,-267966448009164512,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,15,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.086486339569092,5.243968486785889
924,5,/img/pexels-photo-585758.jpeg,shadows,50.0,40.0,leftImage,7779754768621059072,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,16,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.733043670654297,5.284027576446533
925,5,/img/pexels-photo-3449351.jpeg,exposure,1.2,0.0,rightImage,-8425027096963484672,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,17,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.52597188949585,5.544332504272461
926,3,/img/pexels-photo-3568777.jpeg,brightness,-0.2,-0.8,leftImage,-4817600337227652096,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,18,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.157395362854004,5.436831474304199
928,1,/img/pexels-photo-460731.jpeg,temperature,3000.0,6500.0,rightImage,-4875084127816434688,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,20,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.681610107421875,5.841707229614258
929,3,/img/pexels-photo-146048.jpeg,tint,1.05,1.0,rightImage,7950345284624354304,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,21,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,4.914229393005371,5.2383198738098145
930,2,/img/pexels-photo-1877718.jpeg,exposure,2.4,0.0,rightImage,6663183343214103552,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,22,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,4.418705940246582,5.305556774139404
931,11,/img/pexels-photo-321539.jpeg,vibrance,60.0,60.0,leftImage,-986240116421425536,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,23,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.30963659286499,5.30963659286499
932,132,/img/pexels-photo-1884200.jpeg,brightness,1.0,0.0,rightImage,-7169520406376317952,1920,1080,1903,944,24,e43b22682ea75703c5af7419173d755a,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.65963077545166,4.771571636199951
933,8,/img/pexels-photo-1198885.jpeg,exposure,0.0,0.6,leftImage,-1981692029357948928,1920,1080,1903,944,24,e43b22682ea75703c5af7419173d755a,4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.3126373291015625,5.017452239990234
934,14,/img/pexels-photo-1432531.jpeg,highlights,-50.0,0.0,rightImage,-2827539819292661248,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,24,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.167624473571777,5.055538177490234
935,3,/img/pexels-photo-1816870.jpeg,vibrance,0.0,20.0,rightImage,4357999584772707328,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,25,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.462707996368408,5.462707996368408
936,1,/img/pexels-photo-3252138.jpeg,exposure,0.0,-2.4,leftImage,5217186699420508160,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,26,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.538937568664551,4.707137107849121
937,6,/img/pexels-photo-692981.jpeg,brightness,0.6,0.0,rightImage,3826220864951729152,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,27,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.473049640655518,5.994521141052246
938,5,/img/paper-colorful-color-school-66238.jpeg,saturation,0.0,-1.0,rightImage,3284843976957187072,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,28,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.200650691986084,5.317073345184326
940,5,/img/pexels-photo-2224742.jpeg,highlights,-100.0,-80.0,rightImage,6111348437097875456,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,29,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.251509189605713,5.215392112731934
941,6,/img/pexels-photo-1005639.jpeg,temperature,10000.0,6500.0,rightImage,2678231372054308864,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,30,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.344598293304443,5.388298511505127
942,2,/img/pexels-photo-2168732.jpeg,vibrance,100.0,80.0,rightImage,6625541590592262144,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,31,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.458061695098877,5.462761878967285
943,7,/img/pexels-photo-259870.jpeg,vibrance,20.0,25.0,leftImage,295984807969670016,1920,1080,1903,940,24,2c045025913c47e6053285aeb20a3577,32,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,5.813730716705322,5.852131366729736
